1e-05	676	1
2e-05	676	1
3e-05	676	1
4e-05	676	1
5e-05	676	1
6e-05	676	1
7e-05	676	1
8e-05	676	1
9e-05	676	1
0.0001	676	1
0.00011	676	1
0.00012	676	1
0.00013	676	1
0.00014	676	1
0.00015	676	1
0.00016	676	1
0.00017	676	1
0.00018	676	1
0.00019	676	1
0.0002	676	1
0.00021	676	1
0.00022	676	1
0.00023	676	1
0.00024	676	1
0.00025	676	1
0.00026	676	1
0.00027	676	1
0.00028	676	1
0.00029	676	1
0.0003	676	1
0.00031	676	1
0.00032	676	1
0.00033	676	1
0.00034	676	1
0.00035	676	1
0.00036	676	1
0.00037	676	1
0.00038	676	1
0.00039	676	1
0.0004	676	1
0.00041	676	1
0.00042	676	1
0.00043	676	1
0.00044	676	1
0.00045	676	1
0.00046	676	1
0.00047	676	1
0.00048	676	1
0.00049	676	1
0.0005	676	1
0.00051	676	1
0.00052	676	1
0.00053	676	0.999999
0.00054	676	0.999999
0.00055	676	0.999999
0.00056	676	0.999999
0.00057	676	0.999998
0.00058	675.999	0.999998
0.00059	675.999	0.999997
0.0006	675.999	0.999997
0.00061	675.999	0.999996
0.00062	675.999	0.999995
0.00063	675.998	0.999994
0.00064	675.998	0.999992
0.00065	675.998	0.999991
0.00066	675.997	0.999989
0.00067	675.997	0.999987
0.00068	675.996	0.999984
0.00069	675.995	0.999981
0.0007	675.994	0.999978
0.00071	675.993	0.999974
0.00072	675.992	0.99997
0.00073	675.991	0.999965
0.00074	675.989	0.999959
0.00075	675.988	0.999952
0.00076	675.986	0.999945
0.00077	675.984	0.999937
0.00078	675.981	0.999928
0.00079	675.979	0.999918
0.0008	675.976	0.999907
0.00081	675.973	0.999894
0.00082	675.969	0.99988
0.00083	675.965	0.999865
0.00084	675.96	0.999849
0.00085	675.955	0.99983
0.00086	675.95	0.99981
0.00087	675.944	0.999788
0.00088	675.937	0.999765
0.00089	675.93	0.999739
0.0009	675.922	0.999711
0.00091	675.914	0.99968
0.00092	675.904	0.999647
0.00093	675.894	0.999611
0.00094	675.883	0.999573
0.00095	675.87	0.999532
0.00096	675.857	0.999487
0.00097	675.842	0.99944
0.00098	675.826	0.999389
0.00099	675.809	0.999334
0.001	675.79	0.999276
0.00101	675.77	0.999214
0.00102	675.748	0.999147
0.00103	675.724	0.999077
0.00104	675.697	0.999002
0.00105	675.669	0.998922
0.00106	675.638	0.998837
0.00107	675.604	0.998748
0.00108	675.568	0.998653
0.00109	675.528	0.998553
0.0011	675.485	0.998447
0.00111	675.438	0.998335
0.00112	675.387	0.998217
0.00113	675.332	0.998093
0.00114	675.272	0.997962
0.00115	675.207	0.997824
0.00116	675.136	0.99768
0.00117	675.059	0.997528
0.00118	674.976	0.997368
0.00119	674.886	0.997201
0.0012	674.788	0.997026
0.00121	674.683	0.996842
0.00122	674.569	0.99665
0.00123	674.446	0.996449
0.00124	674.313	0.996239
0.00125	674.17	0.99602
0.00126	674.017	0.995791
0.00127	673.853	0.995552
0.00128	673.677	0.995302
0.00129	673.49	0.995042
0.0013	673.29	0.994772
0.00131	673.078	0.994489
0.00132	672.853	0.994196
0.00133	672.615	0.99389
0.00134	672.364	0.993572
0.00135	672.101	0.993242
0.00136	671.825	0.992898
0.00137	671.537	0.992541
0.00138	671.237	0.992171
0.00139	670.925	0.991786
0.0014	670.601	0.991387
0.00141	670.266	0.990973
0.00142	669.921	0.990543
0.00143	669.565	0.990098
0.00144	669.199	0.989636
0.00145	668.823	0.989158
0.00146	668.438	0.988663
0.00147	668.044	0.98815
0.00148	667.64	0.987619
0.00149	667.227	0.987069
0.0015	666.804	0.9865
0.00151	666.372	0.985911
0.00152	665.93	0.985302
0.00153	665.478	0.984672
0.00154	665.016	0.98402
