1e-05	676	1
2e-05	676	1
3e-05	676	1
4e-05	676	1
5e-05	676	1
6e-05	676	1
7e-05	676	1
8e-05	676	1
9e-05	676	1
0.0001	676	1
0.00011	676	1
0.00012	676	1
0.00013	676	1
0.00014	676	1
0.00015	676	1
0.00016	676	1
0.00017	676	1
0.00018	676	1
0.00019	676	1
0.0002	676	1
0.00021	676	1
0.00022	676	1
0.00023	676	1
0.00024	676	1
0.00025	676	1
0.00026	676	1
0.00027	676	1
0.00028	676	1
0.00029	676	1
0.0003	676	1
0.00031	676	1
0.00032	676	1
0.00033	676	1
0.00034	676	1
0.00035	676	1
0.00036	676	1
0.00037	676	1
0.00038	676	1
0.00039	676	1
0.0004	676	1
0.00041	676	1
0.00042	676	1
0.00043	676	1
0.00044	676	1
0.00045	676	1
0.00046	676	1
0.00047	676	1
0.00048	676	1
0.00049	676	1
0.0005	676	1
0.00051	676	1
0.00052	676	1
0.00053	676	0.999999
0.00054	676	0.999999
0.00055	675.999	0.999999
0.00056	675.999	0.999999
0.00057	675.999	0.999998
0.00058	675.999	0.999998
0.00059	675.998	0.999997
0.0006	675.998	0.999997
0.00061	675.997	0.999996
0.00062	675.997	0.999995
0.00063	675.996	0.999994
0.00064	675.995	0.999992
0.00065	675.994	0.999991
0.00066	675.993	0.999989
0.00067	675.991	0.999987
0.00068	675.989	0.999984
0.00069	675.987	0.999981
0.0007	675.985	0.999978
0.00071	675.983	0.999974
0.00072	675.98	0.99997
0.00073	675.976	0.999965
0.00074	675.972	0.999959
0.00075	675.968	0.999952
0.00076	675.963	0.999945
0.00077	675.958	0.999937
0.00078	675.952	0.999928
0.00079	675.945	0.999918
0.0008	675.937	0.999907
0.00081	675.929	0.999894
0.00082	675.92	0.99988
0.00083	675.91	0.999865
0.00084	675.899	0.999849
0.00085	675.886	0.99983
0.00086	675.873	0.99981
0.00087	675.859	0.999788
0.00088	675.843	0.999765
0.00089	675.825	0.999739
0.0009	675.807	0.999711
0.00091	675.787	0.99968
0.00092	675.765	0.999647
0.00093	675.741	0.999611
0.00094	675.716	0.999573
0.00095	675.689	0.999532
0.00096	675.66	0.999487
0.00097	675.628	0.99944
0.00098	675.595	0.999389
0.00099	675.559	0.999334
0.001	675.521	0.999276
0.00101	675.48	0.999214
0.00102	675.437	0.999147
0.00103	675.391	0.999077
0.00104	675.342	0.999002
0.00105	675.29	0.998922
0.00106	675.235	0.998837
0.00107	675.177	0.998748
0.00108	675.115	0.998653
0.00109	675.05	0.998553
0.0011	674.981	0.998447
0.00111	674.909	0.998335
0.00112	674.832	0.998217
0.00113	674.751	0.998093
0.00114	674.666	0.997962
0.00115	674.575	0.997824
0.00116	674.481	0.99768
0.00117	674.381	0.997528
0.00118	674.276	0.997368
0.00119	674.165	0.997201
0.0012	674.049	0.997026
0.00121	673.927	0.996842
0.00122	673.798	0.99665
0.00123	673.663	0.996449
0.00124	673.522	0.996239
0.00125	673.373	0.99602
0.00126	673.218	0.995791
0.00127	673.055	0.995552
0.00128	672.885	0.995302
0.00129	672.707	0.995042
0.0013	672.521	0.994772
0.00131	672.327	0.994489
0.00132	672.124	0.994196
0.00133	671.914	0.99389
0.00134	671.694	0.993572
0.00135	671.467	0.993242
0.00136	671.23	0.992898
0.00137	670.985	0.992541
0.00138	670.731	0.992171
0.00139	670.468	0.991786
0.0014	670.196	0.991387
0.00141	669.915	0.990973
0.00142	669.625	0.990543
0.00143	669.326	0.990098
0.00144	669.017	0.989636
0.00145	668.699	0.989158
0.00146	668.371	0.988663
0.00147	668.033	0.98815
0.00148	667.685	0.987619
0.00149	667.327	0.987069
0.0015	666.957	0.9865
0.00151	666.576	0.985911
0.00152	666.182	0.985302
0.00153	665.776	0.984672
